country,question,value,round,country_iso
6,Q2OTHER,lambo,r6,CM
6,Q2OTHER,limbum,r6,CM
6,Q2OTHER,mabi,r6,CM
6,Q2OTHER,mada,r6,CM
6,Q2OTHER,mandara,r6,CM
6,Q2OTHER,massa,r6,CM
6,Q2OTHER,mba vele,r6,CM
6,Q2OTHER,mbamoise,r6,CM
6,Q2OTHER,mbang,r6,CM
6,Q2OTHER,mbe mbe,r6,CM
6,Q2OTHER,mbesah,r6,CM
6,Q2OTHER,mbessa,r6,CM
6,Q2OTHER,mbo,r6,CM
6,Q2OTHER,mbo'o,r6,CM
6,Q2OTHER,mbororo,r6,CM
6,Q2OTHER,mefi,r6,CM
6,Q2OTHER,meta,r6,CM
6,Q2OTHER,metsa,r6,CM
6,Q2OTHER,mezima,r6,CM
6,Q2OTHER,misanje,r6,CM
6,Q2OTHER,moghagno,r6,CM
6,Q2OTHER,monghaka,r6,CM
6,Q2OTHER,moudani,r6,CM
6,Q2OTHER,moudini,r6,CM
6,Q2OTHER,mougoum,r6,CM
6,Q2OTHER,moundang,r6,CM
6,Q2OTHER,mousgoum,r6,CM
6,Q2OTHER,mousgoun,r6,CM
6,Q2OTHER,mubako,r6,CM
6,Q2OTHER,mudele,r6,CM
6,Q2OTHER,mugaka,r6,CM
6,Q2OTHER,musgum,r6,CM
6,Q2OTHER,nchani,r6,CM
6,Q2OTHER,nchanih,r6,CM
6,Q2OTHER,ngambaye,r6,CM
6,Q2OTHER,ngemba,r6,CM
6,Q2OTHER,ngoa,r6,CM
6,Q2OTHER,ngou,r6,CM
6,Q2OTHER,nguo,r6,CM
6,Q2OTHER,ngyemboon,r6,CM
6,Q2OTHER,nnaga eboko,r6,CM
6,Q2OTHER,noni,r6,CM
6,Q2OTHER,nsie,r6,CM
6,Q2OTHER,nso,r6,CM
6,Q2OTHER,obang,r6,CM
6,Q2OTHER,oku,r6,CM
6,Q2OTHER,oroko,r6,CM
6,Q2OTHER,oshie,r6,CM
6,Q2OTHER,pinyin,r6,CM
6,Q2OTHER,sara,r6,CM
6,Q2OTHER,sawa,r6,CM
6,Q2OTHER,so'o,r6,CM
6,Q2OTHER,soro,r6,CM
6,Q2OTHER,wibum,r6,CM
6,Q2OTHER,wimbum,r6,CM
6,Q2OTHER,yambassa,r6,CM
6,Q2OTHER,yamben,r6,CM
6,Q2OTHER,yebekol,r6,CM
8,Q2OTHER,abidji,r6,CI
8,Q2OTHER,aboure,r6,CI
8,Q2OTHER,alladjan,r6,CI
8,Q2OTHER,andoh,r6,CI
8,Q2OTHER,bacoue,r6,CI
8,Q2OTHER,bakoue,r6,CI
8,Q2OTHER,djimini,r6,CI
8,Q2OTHER,ebrie,r6,CI
8,Q2OTHER,ega,r6,CI
8,Q2OTHER,gagou,r6,CI
8,Q2OTHER,gain,r6,CI
8,Q2OTHER,gnanboua,r6,CI
8,Q2OTHER,gnideboua,r6,CI
8,Q2OTHER,kodia,r6,CI
8,Q2OTHER,komonon,r6,CI
8,Q2OTHER,kouzie,r6,CI
8,Q2OTHER,koyaka,r6,CI
8,Q2OTHER,krobou,r6,CI
8,Q2OTHER,m'batto,r6,CI
8,Q2OTHER,mahohka,r6,CI
8,Q2OTHER,mahouka,r6,CI
8,Q2OTHER,naturalise,r6,CI
8,Q2OTHER,odienneka,r6,CI
8,Q2OTHER,peulh,r6,CI
8,Q2OTHER,siaka,r6,CI
8,Q2OTHER,tagbanan,r6,CI
8,Q2OTHER,toura,r6,CI
8,Q2OTHER,wan,r6,CI
8,Q2OTHER,wobe,r6,CI
8,Q2OTHER,worodougou,r6,CI
8,Q2OTHER,yaoure,r6,CI
10,Q2OTHER,haoussa,r6,GA
11,Q2OTHER,ada,r6,GH
11,Q2OTHER,adele,r6,GH
11,Q2OTHER,ahanta,r6,GH
11,Q2OTHER,akyode,r6,GH
11,Q2OTHER,atweti,r6,GH
11,Q2OTHER,avatime,r6,GH
11,Q2OTHER,basari,r6,GH
11,Q2OTHER,batoe,r6,GH
11,Q2OTHER,bimoba,r6,GH
11,Q2OTHER,bissa,r6,GH
11,Q2OTHER,bono,r6,GH
11,Q2OTHER,buem,r6,GH
11,Q2OTHER,buli,r6,GH
11,Q2OTHER,chamba,r6,GH
11,Q2OTHER,chukusi,r6,GH
11,Q2OTHER,dagaari,r6,GH
11,Q2OTHER,deg-(moo),r6,GH
11,Q2OTHER,dolimuu,r6,GH
11,Q2OTHER,ewe and fante,r6,GH
11,Q2OTHER,frafra,r6,GH
11,Q2OTHER,gawu,r6,GH
11,Q2OTHER,gekyode,r6,GH
11,Q2OTHER,gonja,r6,GH
11,Q2OTHER,gruma,r6,GH
11,Q2OTHER,grushie,r6,GH
11,Q2OTHER,guan,r6,GH
11,Q2OTHER,guruni,r6,GH
11,Q2OTHER,kaakye,r6,GH
11,Q2OTHER,kasari,r6,GH
11,Q2OTHER,kasem,r6,GH
11,Q2OTHER,kokomba,r6,GH
11,Q2OTHER,kotokoli,r6,GH
11,Q2OTHER,kotokoli/chamba,r6,GH
11,Q2OTHER,krakyi,r6,GH
11,Q2OTHER,krobo,r6,GH
11,Q2OTHER,kusal,r6,GH
11,Q2OTHER,kwahu,r6,GH
11,Q2OTHER,likpakpaln,r6,GH
11,Q2OTHER,logba,r6,GH
11,Q2OTHER,mampruli,r6,GH
11,Q2OTHER,mo,r6,GH
11,Q2OTHER,moshie,r6,GH
11,Q2OTHER,nabdam,r6,GH
11,Q2OTHER,nahumuru,r6,GH
11,Q2OTHER,nankani,r6,GH
11,Q2OTHER,nawuri,r6,GH
11,Q2OTHER,nzema,r6,GH
11,Q2OTHER,okre,r6,GH
11,Q2OTHER,sampa,r6,GH
11,Q2OTHER,sefwi,r6,GH
11,Q2OTHER,sissali,r6,GH
11,Q2OTHER,someja,r6,GH
11,Q2OTHER,talensi,r6,GH
11,Q2OTHER,tampulma,r6,GH
11,Q2OTHER,tapulsi,r6,GH
11,Q2OTHER,waala,r6,GH
11,Q2OTHER,wangara,r6,GH
12,Q2OTHER,baga,r6,GN
12,Q2OTHER,diakanke,r6,GN
12,Q2OTHER,guerze,r6,GN
12,Q2OTHER,gurerze,r6,GN
12,Q2OTHER,kissi,r6,GN
12,Q2OTHER,kono,r6,GN
12,Q2OTHER,konon,r6,GN
12,Q2OTHER,landouma,r6,GN
12,Q2OTHER,mikhifore,r6,GN
12,Q2OTHER,mikifore,r6,GN
12,Q2OTHER,tcheddere,r6,GN
12,Q2OTHER,toma,r6,GN
12,Q2OTHER,touba,r6,GN
13,Q2OTHER,ajuran,r6,KE
13,Q2OTHER,arab,r6,KE
13,Q2OTHER,bajuni,r6,KE
13,Q2OTHER,borana,r6,KE
13,Q2OTHER,digo,r6,KE
13,Q2OTHER,duruma,r6,KE
13,Q2OTHER,garre,r6,KE
13,Q2OTHER,giriama,r6,KE
13,Q2OTHER,gujarati,r6,KE
13,Q2OTHER,kipsigis,r6,KE
13,Q2OTHER,kuria,r6,KE
13,Q2OTHER,maragoli,r6,KE
13,Q2OTHER,munyaya,r6,KE
13,Q2OTHER,nandi,r6,KE
13,Q2OTHER,nubi,r6,KE
13,Q2OTHER,nyarwanda,r6,KE
13,Q2OTHER,nyasa,r6,KE
13,Q2OTHER,ogiek,r6,KE
13,Q2OTHER,rendille,r6,KE
13,Q2OTHER,sabaot,r6,KE
13,Q2OTHER,suba,r6,KE
13,Q2OTHER,teso,r6,KE
16,Q2OTHER,betsimisaraka,r6,MG
16,Q2OTHER,tanala,r6,MG
17,Q2OTHER,chimambwe,r6,MW
17,Q2OTHER,chindali,r6,MW
17,Q2OTHER,chinyakyusa,r6,MW
17,Q2OTHER,chinyanja,r6,MW
17,Q2OTHER,chinyika,r6,MW
17,Q2OTHER,chinyungwe,r6,MW
17,Q2OTHER,chiswahili,r6,MW
17,Q2OTHER,chiwandya,r6,MW
18,Q2OTHER,diaka,r6,ML
18,Q2OTHER,mossi,r6,ML
19,Q2OTHER,bhojpuri,r6,MU
21,Q2OTHER,chaewa,r6,MZ
21,Q2OTHER,chena,r6,MZ
21,Q2OTHER,cheua,r6,MZ
21,Q2OTHER,chewa,r6,MZ
21,Q2OTHER,chewe,r6,MZ
21,Q2OTHER,chitcheiwa,r6,MZ
21,Q2OTHER,chitewe,r6,MZ
21,Q2OTHER,chiteye,r6,MZ
21,Q2OTHER,chitsua,r6,MZ
21,Q2OTHER,chitxua,r6,MZ
21,Q2OTHER,chona,r6,MZ
21,Q2OTHER,chutcua,r6,MZ
21,Q2OTHER,ekote,r6,MZ
21,Q2OTHER,ligete,r6,MZ
21,Q2OTHER,ligode,r6,MZ
21,Q2OTHER,ligote,r6,MZ
21,Q2OTHER,ligoute,r6,MZ
21,Q2OTHER,lingua mapex,r6,MZ
21,Q2OTHER,loriba,r6,MZ
21,Q2OTHER,luniga,r6,MZ
21,Q2OTHER,mabawe,r6,MZ
21,Q2OTHER,mahawea,r6,MZ
21,Q2OTHER,maindo,r6,MZ
21,Q2OTHER,manhgue,r6,MZ
21,Q2OTHER,manhungue,r6,MZ
21,Q2OTHER,maone,r6,MZ
21,Q2OTHER,mapex,r6,MZ
21,Q2OTHER,maronga,r6,MZ
21,Q2OTHER,massema,r6,MZ
21,Q2OTHER,matcwe,r6,MZ
21,Q2OTHER,mateu,r6,MZ
21,Q2OTHER,matewe,r6,MZ
21,Q2OTHER,mateyu,r6,MZ
21,Q2OTHER,matowe,r6,MZ
21,Q2OTHER,matsua,r6,MZ
21,Q2OTHER,matswa,r6,MZ
21,Q2OTHER,matxsua,r6,MZ
21,Q2OTHER,medindo,r6,MZ
21,Q2OTHER,monga,r6,MZ
21,Q2OTHER,moniaco,r6,MZ
21,Q2OTHER,moniga,r6,MZ
21,Q2OTHER,mtsua,r6,MZ
21,Q2OTHER,muali,r6,MZ
21,Q2OTHER,muandi,r6,MZ
21,Q2OTHER,muani,r6,MZ
21,Q2OTHER,muany,r6,MZ
21,Q2OTHER,munga,r6,MZ
21,Q2OTHER,muni,r6,MZ
21,Q2OTHER,muninga,r6,MZ
21,Q2OTHER,naindo,r6,MZ
21,Q2OTHER,namica,r6,MZ
21,Q2OTHER,naoniga,r6,MZ
21,Q2OTHER,ngony,r6,MZ
21,Q2OTHER,ngungue,r6,MZ
21,Q2OTHER,nhugue,r6,MZ
21,Q2OTHER,nhumgue,r6,MZ
21,Q2OTHER,nhungoe,r6,MZ
21,Q2OTHER,nhungue,r6,MZ
21,Q2OTHER,nhunguem,r6,MZ
21,Q2OTHER,nhungwe,r6,MZ
21,Q2OTHER,nhunhue,r6,MZ
21,Q2OTHER,nhunque,r6,MZ
21,Q2OTHER,nunga,r6,MZ
21,Q2OTHER,nuto,r6,MZ
21,Q2OTHER,nyanja,r6,MZ
21,Q2OTHER,nyongue,r6,MZ
21,Q2OTHER,nyuenge,r6,MZ
21,Q2OTHER,nyugue,r6,MZ
21,Q2OTHER,nyungue,r6,MZ
21,Q2OTHER,nyungunhe,r6,MZ
21,Q2OTHER,ronga,r6,MZ
21,Q2OTHER,shona,r6,MZ
21,Q2OTHER,tchitchewa,r6,MZ
21,Q2OTHER,tchthewa,r6,MZ
21,Q2OTHER,tewe,r6,MZ
21,Q2OTHER,xitsua,r6,MZ
21,Q2OTHER,xitswa,r6,MZ
22,Q2OTHER,mafwe,r6,NA
22,Q2OTHER,mhalangwe,r6,NA
22,Q2OTHER,nyemba,r6,NA
22,Q2OTHER,san,r6,NA
22,Q2OTHER,sifwe,r6,NA
22,Q2OTHER,totela,r6,NA
23,Q2OTHER,haoussa,r6,NE
23,Q2OTHER,mossicthe,r6,NE
24,Q2OTHER,adara,r6,NG
24,Q2OTHER,alago,r6,NG
24,Q2OTHER,angas,r6,NG
24,Q2OTHER,ankwe,r6,NG
24,Q2OTHER,aukwe,r6,NG
24,Q2OTHER,bachama,r6,NG
24,Q2OTHER,badukke,r6,NG
24,Q2OTHER,bajju,r6,NG
24,Q2OTHER,baju,r6,NG
24,Q2OTHER,banbawa,r6,NG
24,Q2OTHER,bandawa,r6,NG
24,Q2OTHER,baruba,r6,NG
24,Q2OTHER,bawaje,r6,NG
24,Q2OTHER,bawara,r6,NG
24,Q2OTHER,boiyana,r6,NG
24,Q2OTHER,bussa,r6,NG
24,Q2OTHER,dador,r6,NG
24,Q2OTHER,dakarkari,r6,NG
24,Q2OTHER,degema,r6,NG
24,Q2OTHER,eggon,r6,NG
24,Q2OTHER,egi,r6,NG
24,Q2OTHER,eleme,r6,NG
24,Q2OTHER,fakama,r6,NG
24,Q2OTHER,fakawa,r6,NG
24,Q2OTHER,fali,r6,NG
24,Q2OTHER,faliya,r6,NG
24,Q2OTHER,femawa,r6,NG
24,Q2OTHER,gbagi,r6,NG
24,Q2OTHER,gomu,r6,NG
24,Q2OTHER,gwandara,r6,NG
24,Q2OTHER,gwari,r6,NG
24,Q2OTHER,gwong,r6,NG
24,Q2OTHER,ichen,r6,NG
24,Q2OTHER,iyala,r6,NG
24,Q2OTHER,jaba,r6,NG
24,Q2OTHER,jarawa,r6,NG
24,Q2OTHER,jenjo,r6,NG
24,Q2OTHER,jukum,r6,NG
24,Q2OTHER,jukun,r6,NG
24,Q2OTHER,jukun wanu,r6,NG
24,Q2OTHER,kagara,r6,NG
24,Q2OTHER,kagoma,r6,NG
24,Q2OTHER,kagoro,r6,NG
24,Q2OTHER,kaika,r6,NG
24,Q2OTHER,kaka,r6,NG
24,Q2OTHER,kakabari,r6,NG
24,Q2OTHER,kalabari,r6,NG
24,Q2OTHER,kataf,r6,NG
24,Q2OTHER,katongu,r6,NG
24,Q2OTHER,kilba babar,r6,NG
24,Q2OTHER,kona,r6,NG
24,Q2OTHER,kuteb,r6,NG
24,Q2OTHER,lanta,r6,NG
24,Q2OTHER,laru,r6,NG
24,Q2OTHER,lawabe,r6,NG
24,Q2OTHER,lumama,r6,NG
24,Q2OTHER,lunguda,r6,NG
24,Q2OTHER,mamunye,r6,NG
24,Q2OTHER,michinka,r6,NG
24,Q2OTHER,minchika,r6,NG
24,Q2OTHER,mumugar,r6,NG
24,Q2OTHER,mumuye,r6,NG
24,Q2OTHER,mupun,r6,NG
24,Q2OTHER,mwangavul,r6,NG
24,Q2OTHER,ndala,r6,NG
24,Q2OTHER,ngas,r6,NG
24,Q2OTHER,ninzom,r6,NG
24,Q2OTHER,numana,r6,NG
24,Q2OTHER,nwangavul,r6,NG
24,Q2OTHER,nyandang,r6,NG
24,Q2OTHER,obodu,r6,NG
24,Q2OTHER,ogae,r6,NG
24,Q2OTHER,ogba,r6,NG
24,Q2OTHER,okirika,r6,NG
24,Q2OTHER,okrika,r6,NG
24,Q2OTHER,oron,r6,NG
24,Q2OTHER,owan,r6,NG
24,Q2OTHER,panso,r6,NG
24,Q2OTHER,sayawa,r6,NG
24,Q2OTHER,siyawa,r6,NG
24,Q2OTHER,tangale,r6,NG
24,Q2OTHER,tangali,r6,NG
24,Q2OTHER,tarok,r6,NG
24,Q2OTHER,tera,r6,NG
24,Q2OTHER,tula,r6,NG
24,Q2OTHER,waja,r6,NG
24,Q2OTHER,wurkum,r6,NG
24,Q2OTHER,wurkun,r6,NG
24,Q2OTHER,yakuri,r6,NG
24,Q2OTHER,yala,r6,NG
24,Q2OTHER,zuru,r6,NG
26,Q2OTHER,balante,r6,SN
26,Q2OTHER,beudick,r6,SN
26,Q2OTHER,creol,r6,SN
26,Q2OTHER,diakhanke,r6,SN
26,Q2OTHER,koniadie,r6,SN
26,Q2OTHER,mankagne,r6,SN
26,Q2OTHER,massonke,r6,SN
26,Q2OTHER,maure,r6,SN
26,Q2OTHER,tanda,r6,SN
28,Q2OTHER,ithopiwa,r6,ZA
28,Q2OTHER,khoi,r6,ZA
28,Q2OTHER,khois,r6,ZA
28,Q2OTHER,khoisan,r6,ZA
29,Q2OTHER,brown amer language,r6,SD
29,Q2OTHER,language almapat,r6,SD
29,Q2OTHER,language fellata,r6,SD
29,Q2OTHER,language inqasna,r6,SD
30,Q2OTHER,indian,r6,SZ
30,Q2OTHER,isizulu,r6,SZ
30,Q2OTHER,ndebele,r6,SZ
30,Q2OTHER,portuguese,r6,SZ
30,Q2OTHER,swahili,r6,SZ
30,Q2OTHER,zulu,r6,SZ
31,Q2OTHER,kiarusha,r6,TZ
31,Q2OTHER,kibembe,r6,TZ
31,Q2OTHER,kibena,r6,TZ
31,Q2OTHER,kibondei,r6,TZ
31,Q2OTHER,kiborana,r6,TZ
31,Q2OTHER,kibungu,r6,TZ
31,Q2OTHER,kidigo,r6,TZ
31,Q2OTHER,kidoe,r6,TZ
31,Q2OTHER,kigunya,r6,TZ
31,Q2OTHER,kiha,r6,TZ
31,Q2OTHER,kihangaza,r6,TZ
31,Q2OTHER,kiikizu,r6,TZ
31,Q2OTHER,kiiraq,r6,TZ
31,Q2OTHER,kijahidiri,r6,TZ
31,Q2OTHER,kijaluo,r6,TZ
31,Q2OTHER,kijita,r6,TZ
31,Q2OTHER,kikabwa,r6,TZ
31,Q2OTHER,kikaguru,r6,TZ
31,Q2OTHER,kikahe,r6,TZ
31,Q2OTHER,kikara,r6,TZ
31,Q2OTHER,kikerewe,r6,TZ
31,Q2OTHER,kikimbu,r6,TZ
31,Q2OTHER,kikine,r6,TZ
31,Q2OTHER,kikinga,r6,TZ
31,Q2OTHER,kikonongo,r6,TZ
31,Q2OTHER,kikwaya,r6,TZ
31,Q2OTHER,kilongo,r6,TZ
31,Q2OTHER,kimakunduchi,r6,TZ
31,Q2OTHER,kimakuwa,r6,TZ
31,Q2OTHER,kimalili,r6,TZ
31,Q2OTHER,kimang'ati,r6,TZ
31,Q2OTHER,kimatambwe,r6,TZ
31,Q2OTHER,kimatengo,r6,TZ
31,Q2OTHER,kimatumbi,r6,TZ
31,Q2OTHER,kimazuruni,r6,TZ
31,Q2OTHER,kimbulu,r6,TZ
31,Q2OTHER,kimwera,r6,TZ
31,Q2OTHER,kindali,r6,TZ
31,Q2OTHER,kindamba,r6,TZ
31,Q2OTHER,kindendeule,r6,TZ
31,Q2OTHER,kindengereko,r6,TZ
31,Q2OTHER,kindonde,r6,TZ
31,Q2OTHER,kindyewe,r6,TZ
31,Q2OTHER,kingindo,r6,TZ
31,Q2OTHER,kinguu,r6,TZ
31,Q2OTHER,kinyambo,r6,TZ
31,Q2OTHER,kinyamwanga,r6,TZ
31,Q2OTHER,kinyantuzu,r6,TZ
31,Q2OTHER,kinyasa,r6,TZ
31,Q2OTHER,kinyaturu,r6,TZ
31,Q2OTHER,kinyiha,r6,TZ
31,Q2OTHER,kinyimbo,r6,TZ
31,Q2OTHER,kinyiramba,r6,TZ
31,Q2OTHER,kinyisanzu,r6,TZ
31,Q2OTHER,kipangwa,r6,TZ
31,Q2OTHER,kipemba,r6,TZ
31,Q2OTHER,kipogoro,r6,TZ
31,Q2OTHER,kirangi,r6,TZ
31,Q2OTHER,kiruri,r6,TZ
31,Q2OTHER,kisafwa,r6,TZ
31,Q2OTHER,kisambaa,r6,TZ
31,Q2OTHER,kisandawe,r6,TZ
31,Q2OTHER,kisangu,r6,TZ
31,Q2OTHER,kisegeju,r6,TZ
31,Q2OTHER,kishirazi,r6,TZ
31,Q2OTHER,kisimbiti,r6,TZ
31,Q2OTHER,kisizaki,r6,TZ
31,Q2OTHER,kisubi,r6,TZ
31,Q2OTHER,kisumbwa,r6,TZ
31,Q2OTHER,kitaturu,r6,TZ
31,Q2OTHER,kitongwe,r6,TZ
31,Q2OTHER,kitumbatu,r6,TZ
31,Q2OTHER,kiwanji,r6,TZ
31,Q2OTHER,kiyao,r6,TZ
31,Q2OTHER,kizanaki,r6,TZ
31,Q2OTHER,kizaramo,r6,TZ
31,Q2OTHER,kizigua,r6,TZ
31,Q2OTHER,kizinza,r6,TZ
32,Q2OTHER,adele,r6,TG
32,Q2OTHER,logba,r6,TG
32,Q2OTHER,mossi,r6,TG
32,Q2OTHER,peulh,r6,TG
32,Q2OTHER,sola,r6,TG
32,Q2OTHER,tamberma,r6,TG
32,Q2OTHER,yanga,r6,TG
34,Q2OTHER,bagungu,r6,UG
34,Q2OTHER,baluya,r6,UG
34,Q2OTHER,kakwa,r6,UG
34,Q2OTHER,kinyarwanda,r6,UG
34,Q2OTHER,kumam,r6,UG
34,Q2OTHER,lendu,r6,UG
34,Q2OTHER,ludama,r6,UG
34,Q2OTHER,lufumbira,r6,UG
34,Q2OTHER,lugwere,r6,UG
34,Q2OTHER,lujaluwo,r6,UG
34,Q2OTHER,lulamogi,r6,UG
34,Q2OTHER,luluri,r6,UG
34,Q2OTHER,lunyala,r6,UG
34,Q2OTHER,lunyara,r6,UG
34,Q2OTHER,luo,r6,UG
34,Q2OTHER,lururu,r6,UG
34,Q2OTHER,mulamogi,r6,UG
34,Q2OTHER,munyabindi,r6,UG
34,Q2OTHER,murundi,r6,UG
34,Q2OTHER,rufumbira,r6,UG
34,Q2OTHER,rungungu,r6,UG
34,Q2OTHER,runyarwanda,r6,UG
34,Q2OTHER,ruruli,r6,UG
34,Q2OTHER,rusongora,r6,UG
35,Q2OTHER,chikunda,r6,ZM
35,Q2OTHER,chiyamba,r6,ZM
35,Q2OTHER,lambia,r6,ZM
35,Q2OTHER,luchazi,r6,ZM
35,Q2OTHER,mikundu,r6,ZM
35,Q2OTHER,ndebele,r6,ZM
35,Q2OTHER,nswaka,r6,ZM
35,Q2OTHER,sala,r6,ZM
35,Q2OTHER,swahili,r6,ZM
36,Q2OTHER,bocha,r6,ZW
36,Q2OTHER,buja,r6,ZW
36,Q2OTHER,chewa,r6,ZW
36,Q2OTHER,chitoko,r6,ZW
36,Q2OTHER,dumbe,r6,ZW
36,Q2OTHER,lozwi,r6,ZW
36,Q2OTHER,maungwe,r6,ZW
36,Q2OTHER,mdombe,r6,ZW
36,Q2OTHER,mushangwe,r6,ZW
36,Q2OTHER,nambya,r6,ZW
36,Q2OTHER,nleya zambia,r6,ZW
36,Q2OTHER,nyanja,r6,ZW
36,Q2OTHER,shangani,r6,ZW
36,Q2OTHER,sidombe,r6,ZW
36,Q2OTHER,suthu,r6,ZW
36,Q2OTHER,tsenga,r6,ZW
